1492866114000[,,,,,,]$锦龙股份(SZ000712)$排中小板17位
1482290180000[,,,,,,]$锦龙股份(SZ000712)$ 这走势怎么跟华安一样，真是奇葩
1482287409000[,,,,,,]$锦龙股份(SZ000712)$ 佩服啊，东莞控股创新高你说受国海萝卜影响不涨，现在国海也认了，券商也开涨了，你怎么还不涨呢？是不是东莞控股今天又调整影响你了？？？
1482287186000[,,,,,,]$上海银行(SH601229)$ 自今年8月江苏银行成功上市之后，银行股便迎来了IPO密集排队期。从证监会披露的最新信息来看，目前沪深两市共有10家银行处于A股IPO排队名单之中。事实上，银行股只是今年金融企业扎堆上市的缩影，此前华安证券、中原证券等券商同样IPO登陆成功。而在IPO排队名单中，还多了瑞达期货、南华期货这类期货经纪公司的“新面孔”。　　有专家在接受《每日经济新闻》记者采访时表示，由于A股企稳，金融企业想通过IPO进行规模扩张的诉求就更急迫，便出现了今年金融企业扎堆上市的情况。　　金融企业迎来IPO“蜜月期”　　证监会披露的最新信息显示，目前沪深两市共有10家银行处于A股IPO排队名单之中，包括盛京银行、徽商银行、哈尔滨银行、威海市商业银行、浙江绍兴瑞丰农商行、兰州银行、青岛农商行、苏州银行、青岛银行和江苏紫金农商行。其中7家是城商行，3家是农商行。　　事实上，在从今年8月江苏银行成功登陆A股以来，银行股IPO就迎来了“蜜月期”。　　在此之后，包括上海银行、杭州银行、贵阳银行等多家银行纷纷登陆成功。与此同时，A股银行板块同样迎来扩容，目前银行板块的个股已经多达24家。　　然而，银行股仅是今年金融企业扎堆上市的缩影。今年，券商阵营就有华安证券、中原证券和第一创业3家券商成功登陆A股。最近银河证券也上会通过，A股券商板块将又添一员猛将。在券商排队名单中，还有长城证券、天风证券、财通证券、浙商证券、华西证券和东莞证券等。　　值得一提的是，在金融企业的大家族中，期货经纪公司也跃跃欲试。2016年12月9日，瑞达期货申报了招股说明书，拟发行4500万股用于补充公司资本金。目前瑞达期货尚未上会，仍在排队名单中。除此之外，还有在去年申报的南华期货。　　上海银行募资107亿元居首　　《每日经济新闻》记者注意到，从最近几年IPO公司来看，金融企业在今年的IPO上市数量算是一个较高的水平。从银行板块来看，上一次银行股IPO还要追溯到2010年，农业银行和光大银行相继上市成功。时隔6年之后，江苏银行的上市才打破这一“僵局”。　　再看其他金融板块。2015年，A股IPO上市的主要是三家券商，分别是国泰君安、东方证券和东兴证券；2014年，上市的金融企业主要是国信证券；2012年，上市的金融企业主要是西部证券；2011年，上市的金融企业主要是方正证券、东吴证券和新华保险；2010年，除农业银行和光大银行外，上市的还有兴业证券、华泰证券等。“2008年之后，金融企业的IPO上市就比较少，最近才放开。”武汉科技大学金融研究所所长董登新对《每日经济新闻》记者，表示金融企业愿意扎堆上市也说明了另外一个问题，A股市场已逐渐平稳。　　董登新认为，“金融企业都需要充实资本，金融企业的规模扩张和资本的补充都需要上市，特别是城商行和农商行”，区域性的银行对金融资本补充的诉求更为急迫。《每日经济新闻》记者还发现，在今年上市的、首发募集资金最多的上市公司中，上海银行、江苏银行、华安证券、贵阳银行和杭州银行就占据了“半壁江山”。其中，上海银行的实际募集资金达106.7亿元居首。要知道，今年所有上市企业首发募集资金的平均值也不过6.68亿元。　　而从金融企业的募资投向来看，扩充金融资本的意愿不在少数。银河证券表示，拟将募集资金用于增加公司资本金和补充运营资金；青岛银行和江苏紫金农商业分别拟将募集资金用于充实核心一级资本和补充流动资金；瑞达期货和苏州银行也分别拟将募资用于补充公司资本金和补充核心一级资本。　　“现在国有大银行已经基本完成上市，正在扩容的是农商行、城商行。银行板块的个股进一步扩大，同样蓝筹股也会扩容。”董登新认为，券商方面，上市之后将扩张规模，“一些小券商经营模式比较灵活，业务创新做得不错，这将对老牌券商构成竞争。”
1482284809000[,,,,,,]$锦龙股份(SZ000712)$ 回归
1482230507000[,,,,,,]1、浪潮信息业绩降，2、滨江房产房地产前景不妙，3、锦龙股份券商面临国海黑天鹅，4、黄河旋风遭遇成长股危机，5、东方国信和宋城演艺是创业板杀估值。真是雪上加霜，回想起2016年1月份腰肌劳损，趴在床上看股灾的惨！！！
1482227246000[,,,,,,]　　这是个标志性的日子，12月19日，新三板挂牌企业家数正式冲上10000家！　　从偏安于中关村(000931,股吧)到向全国开放，从无人问津到蜂拥而来，从协议转让到开创做市制度，从200家到10000家，从几无融资到如今2525亿元募资总额，新三板最近三年多的跨越式发展与升级，殊为不易。这既是资本市场制度创新之果，亦是新经济蓬勃之象征。　　万家规模，半数出自2016年。这一年是新三板扩容大年，也是新三板市场调整与蛰伏之年，更是新三板在动态发展中蓄势谋变之年。　　其实变革已初现端倪：从限制类金融企业挂牌到分层制度落地，从整饬再融资乱象到多维度加强监管，从呼吁加强新三板投研力量到允许私募机构做市，变革发生在诸多层次与环节。　　站在万家之上展望未来，全国股转系统高层人士表示，10000家将是新三板市场发展的一个重要分水岭，市场在迅速做大挂牌数量规模之后，将步入扶优汰劣、更注重差异化服务的重质时期。　　大扩容之年　　新三板挂牌企业万家规模，半数出自2016年。挂牌大军中，逾94%都是中小微企业，平均成立年限9.85年。　　两年不到，已经在数量上发生了巨变。据股转系统最新数据显示，截至12月19日，新三板挂牌公司刚好10000家，总股本5698亿股，总市值约3.87万亿元。　　挂牌数量的井喷无疑与门槛较低相关，但更深层的背景则是，新三板市场背靠广袤的新经济腹地，这给予了她源源不断的能量。据安信证券统计数据显示，从2015年10月至今，企业申报挂牌新三板的数量连续13个月维持在上千家的高位。甚至少数月份期末申报挂牌数量达到了2000家，增速极为迅猛。　　挂牌大军中，逾94%都是中小微企业，其平均成立年限9.85年。挂牌公司平均研发投入强度为5.63%，较全社会研发强度高出3.53个百分点。　　2014年、2015年、2016年上半年，挂牌公司(剔除金融业)平均净利润同比分别增长23.55%、34.61%、21.44%，盈利覆盖面稳定在75%至85%之间。　　不过，汹涌的挂牌潮之下，已经出现了围城现象——越来越多优质企业转战IPO——2015年只有49家，到2016年已达230家，当然还有更多企业蜂拥登陆新三板。　　大扩容出现的一些乱象亦引起了监管层重视。多家挂牌企业及券商挂牌部门人士表示，下半年以来，股转系统对企业挂牌的门槛有抬高趋势，监管层正从质的角度加强对拟挂牌企业的审核。9月9日，股转系统发布《关于挂牌条件适用若干问题的解答(二)》，其中提出“对挂牌准入实行负面清单管理”，以是否为科技创新类公司为标准，分别对两类企业的财务指标提出了一定要求，并将“主营业务中存在国家淘汰落后及过剩产能类产业”的公司拒之门外。　　大扩容的2016年，新三板还出现了估值调整与分化现象。　　股转系统2015年度报告显示，全年市场整体市盈率为47.23倍，换手率达53.88%；而综合申万、华泰、安信等各家券商分析师给出的2016年度数据，市场整体市盈率约25倍左右，换手率则低至20%到30%。大量企业一二级市场估值腰斩，从而也导致了不少企业融资难、投资机构退出难。　　不过，也有部分企业股价一骑绝尘，走出大牛形态，如明星公司西部超导、华图教育、安达科技等。　　与挂牌数量急剧攀升背离的还有做市积极性。2016年1月，新增协议转做市的企业数量高达154家；而3月至今，该数字逐月下滑至寥寥十几家。安信证券报告显示，做市转让挂牌企业成交占新三板比重也出现明显下滑，2015年末高峰期，做市转让挂牌企业成交占比约七成，2016年至今，该成交占比最低已经下滑至四成。　　“挂牌数量大增，但做市商家数却几乎不变，我们券商也独力难撑啊。”有券商交易员如此表示。值得期待的是，私募做市的脚步声已经日渐清晰，做市制度的这一异质扩容，有望在2017年打破新三板沉闷而低迷的交易格局。　　再融资沉潜　　与去年相比，2016年新三板的再融资有所退潮： 5至10月期间，月度定增融资额连续低于100亿元，10月的融资额更是降至冰点，仅为47.91亿元。　　新三板的井喷式发展，离不开融资这一核心功能之发挥。正是看到新三板的再融资如此高效便捷，才有诸多中小微企业蜂拥而来。　　根据股转系统最新统计数据显示，截至19日，2016年以来挂牌公司共完成2705次股票发行，募集资金总额为1167.56亿，平均单次发行融资逾4300万元。　　上述的再融资成绩单，是经过了市场调整及监管层挤水分之后的成果。　　与去年相比，2016年新三板的再融资有所退潮。数据显示，2015年底新三板挂牌企业数量只有2016年挂牌数的一半，但再融资募资金额却超过2016年，达1216亿元，平均单次发行融资4741万元。　　与A股市场相比，今年创业板的一级市场融资总额达2022亿元，远超新三板千亿规模。而在2015年，新三板融资额超越了创业板全年融资额曾引得整个业界的咋舌。　　从单月数据来看，2015年新三板融资额基本维持逐月递增的态势，至当年11月达到顶峰——211.59亿元。2016年以来，新三板融资一直未能恢复如此鼎盛状态。今年1月至4月，新三板单月融资额延续了去年的“惯性”，维持在100多亿元的区间， 5至10月期间，新三板月度定增融资额连续低于100亿元，10月的融资额更是降至冰点，仅为47.91亿元，直至11月份才重回至126.59亿元的规模。　　“这表明，新三板市场的融资规模并没有紧随挂牌公司家数的增多而同步增长。”某私募人士表示。　　从单个公司的募资规模来看，与去年九鼎、中科招商等动辄超百亿元的募资规模相比，今年的新三板定增市场上单个企业的募资规模也缩水不少。暂列绝对金额榜首的是被南孚电池借壳的ST亚锦，共实现定增募资54.03亿元，是今年新三板唯一一家超50亿元的定增案例；其次是易建科技完成3次定增，共计募集资金31.34亿元；而获得华谊兄弟(300027,股吧)、红杉资本等知名机构投资的英雄互娱，则成功实现2次定增，共计23亿元，排名第三。　　多家挂牌公司负责人表示，今年企业定增越来越难。“通常而言，随着公司业绩增长，其最新一轮的定增价格要高于前轮。但2016年以来，即使定增价格持平或者略低，都一样难发。”某新三板公司董事长如此感叹。　　有券商人士将新三板定增难归咎于流动性不足，导致参与机构感觉退出难。但是，多家投资机构却认为目前的状况未必是坏事，流动性并不成为问题。“如果从一级市场价值投资的角度看，很多基金存续年限都超过5年，长期持有某家公司的股票，退出可以通过IPO、并购或者新三板二级市场等渠道，退出问题也并非十分急迫。之所以很多机构强调新三板的流动性问题，原因在于用主板二级市场思维运作新三板一级市场，其目的为赚快钱。这些急功近利的资金正是去年新三板最高点进入的炒作资金，他们的退出并非坏事。”国内某知名创投机构人士认为。　　强监管促质变　　“在新三板扩容至当前规模之后，所存在的风险放大效应势必又提升了一个层次，监管层更是深谙其中的隐患。从这一角度出发，后续的强化监管既有必要性又有持续性。”　　回望2016年，大扩容导致了一些乱象，而乱象迅速招致了强监管。“有些处罚是"秋后算账"，可以说今年是新三板监管大年。”有券商如此表示。　　从股转系统发布的各类监管公告来看，目标主体主要是违规挂牌企业和主办券商两大类。其中，资金占用、信披漏洞等成为今年的监管重点。　　根据统计，截至目前，10000家挂牌企业共披露了6000多份带有“资金占用”关键字的公告。而在类型繁多的“违规占资”乱象中，挂牌企业时空客的爆发时点不仅较早且负面影响较大。今年5月12日，公司发布公告称，公司董事会当天接到董事长王恩权因资金占用问题到大连市公安局高新园区分局自首的通知。一周后，证监会便决定对公司立案调查。与此同时，警方也决定对该起案件进行立案侦查。　　该事件曝光后，监管层迅速对数千家新三板企业启动资金占用风险专项排查。而随着监管层检查工作的开展，不少被“隐藏”的资金占用也浮出水面。据联讯证券统计，仅9月5日一天，就有7家新三板企业披露因占用资金被监管。　　而券商作为新三板市场的一个主要参与体，自觉接受监管也成为市场有序发展的重要一环。经初步统计，今年以来，股转系统发布了50多则关于主办券商的监管公告，涉及券商近40家，从股转系统出具的监管内容来看，“为不合格投资者开立账户”、“未尽持续督导义务”等违规行为出现的频率最高。其中，违规开户成为被处罚的主要原因。　　事实上，早在今年3月，证监会非上市公众公司部就联合股转系统展开投资者适当性管理制度执行情况专项核查。8月23日，股转系统当天一连发布10条监管公告，对华泰证券(601688,股吧)、中信建投证券、山西证券(002500,股吧)等在内的10家涉事券商采取了自律监管措施，其中中信建投证券累计违规开户数高达3328户，漏报违规开户比例超过90%。　　一个细节是，同样因违规开户而于11月被点名的财富证券、宏信证券、中银国际证券，处罚性质已由采取自律监管措施上升至通报批评、公开谴责等纪律处分层面。“毫无疑问，这是监管层对外释放的强烈监管信号，警示之后还有侥幸心理的话，处罚力度只会是越来越重。”上述券商人士对此表示。　　除此之外，挂牌企业的违规经营与主办券商的疏于督导也不无关系，而监管层对主办券商的督导不力、知而不报等行为同样是“零容忍”。12月15日，股转系统再次“批量”下发监管公告，其中，国信证券(002736,股吧)、东莞证券、方正证券(601901,股吧)均因未及时督促企业履行信披义务而遭到点名。　　而另一方面，自去年年底以来，为了规范新三板企业的资本运作，监管层更是重拳出击，相继出台了诸如暂停类金融企业挂牌融资、对挂牌企业定增募资使用的强化管理、明确终止挂牌细则等一系列监管政策。　　以市场反映强烈的针对类金融企业挂牌融资的监管为例，《关于金融类企业挂牌融资有关事项的通知》(下称《通知》)的出台可谓立竿见影。在该项政策出台之际，就有如天星资本、金晟资产、联丰小贷等类金融企业在“临门一脚”前(已领到挂牌同意函)纷纷倒下。而对于一些已挂牌的私募来说，从监管导向正式确立以来，自查整改便成为其下半年的主基调。　　除了私募机构，小贷公司的情况又如何？12月15日，三花小贷以“计划退出小贷行业，更好地贯彻转型思路”为由，拟申请终止股票挂牌。而在稍早前，佳和小贷也因“经营发展战略调整”于11 月2日正式终止挂牌。　　此外，针对新三板企业在募资使用上的乱象频出，股转系统于今年8月发布了募资新规，从募资存储、使用和监管等方面均设定了全面而细致的规定，比如募集资金应投向公司主营业务及相关业务领域，除金融类企业外，募集资金不得用于股票及其他衍生品种、可转换公司债券等。在上述券商分析师看来，挂牌企业对募集资金滥用的负面影响无须赘述，不过这一乱象在募资新规正式确立之后，可谓从源头进行扼制，将更有效地引导资金流向实体经济。　　而在年末关口，《挂牌公司股票终止挂牌实施细则(征求意见稿)》的正式出台更被看作是完善新三板监管体系的重要环节。多位新三板专业人士均表示，监管层选择在挂牌企业近万家之际推出退市制度，有合理控制挂牌企业总量、维持相应动态平衡的意味。可以推测，在明确的退市细则面前，未来新三板退市企业会逐渐增多，其中不符合新三板市场定位的根据指引主动退市，多次违反相关规定的则会被强制请出，从而有效地完成“新血再造”，形成健康的进退循环。　　展望2017：唯变所适　　2017年的新三板市场将比2016年更“暖和”一些，市场有望在上半年触底反弹，投资机会将更加清晰。　　“不忘初心，深化改革。”下半年以来，监管层在多个场合提及新三板市场定位，并从交易制度、转板制度、分层制度、流动性等角度切实回应市场焦点议题，这些积极的变革信号有望在2017年陆续落地或取得实质性进展。　　7月21日，股转系统副总经理隋强表示，将逐渐落实挂牌公司分层管理的差异化制度安排，研究新三板流动性一揽子解决方案，提高市场定价能力。　　10月10日，国务院发布《关于积极稳妥降低企业杠杆率的意见》，要求加快完善新三板市场，健全小额、快速、灵活、多元的投融资体制，研究新三板挂牌公司转板创业板的相关制度。　　11月23日，股转系统市场部总监孟浩透露，股转系统将完善现有交易制度，引入竞价因素和私募做市，在做市交易方式下配合推出盘后大宗交易；积极配合证监会研究转板试点。　　多项共识及制度预期下，分析师普遍认为，2017年的新三板市场将比2016年更“暖和”一些，市场有望在上半年触底反弹，投资机会将更加清晰。　　变则通，通则久。作为多层次资本市场中承上启下的一环，作为一个汇聚了过万家中小微企业的标准化市场，新三板对我国发展新经济之作用不言而喻。2016年，在市场加速发展的过程中，诸多矛盾和困扰凸显，2017年应“唯变所适”。进入万家时代后，深具开放与创新精神的新三板将更注重发展质量，差异化监管与服务制度将引领市场走上螺旋式发展之通途。国泰中融官方网站（）-专注新三板金融投资理财资讯服务
1482216492000[,,,,,,]$锦龙股份(SZ000712)$ 关注度过高了，走了
1482151365000[,,,,,,]$东莞控股(SZ000828)$原来今天有临时股东大会，肯定在会上对东莞证券的上市节奏有所透露吧。
1482139499000[,,,,,,]$东莞控股(SZ000828)$看来东莞证券又有好消息，难道是预披露更新?
1482131333000[,,,,,,] 沪指今日延续近期的萎靡表现，收盘跌0.16%，市场人气低迷，金融股全天沉寂，截至收盘，证券公司指数下跌0.83%，个股仅两家微涨，其中 上涨1.98%、 上涨0.52%。 今日下跌0.71%，收报0.976元，成交量1.3万手，成交额127万元。
1482115296000[,,,,,,]   ★国企改革迎最强风口 这些股或将引爆市场！中央经济工作会议提出，混合所有制改革是国企改革的重要突破口，按照完善治理、强化激励、突出主业、提高效率的要求，在电力、石油、天然气、铁路、民航、电信、军工等领域迈出实质性步伐。：中央经济工作会议提出，混合所有制改革是国企改革的重要突破口。国企改革有了明确的顶层设计，未来国企改革有望提速，市场预期新一批国企混改和员工持股计划试点名单即将正式公布。混改相关个股：000014沙河股份、000678襄阳轴承、000800一汽轿车、000922佳电股份、000927一汽夏利、000930中粮生化、002561徐家汇、600050中国联通、600679上海凤凰、601618中国中冶★【昨夜今晨】美股连涨6周 人民币再创新低美股收跌，道指连续六周收涨；欧股上周收涨逾1%，录得连续第二周上涨；美油大涨2% 逼近17个月高位；期金录得连跌六周；离岸人民币创纪录新低，逼近6.97关口。：美股收跌，人民币继续贬值，利空A股。★农业供给侧改革成明年重点工作 多股迎升机！中央经济工作会议12月14日至16日在北京举行，“深入推进农业供给侧结构性改革”成为重点工作之一。提出要把增加绿色优质农产品供给放在突出位置，要积极稳妥改革粮食等重要农产品价格形成机制和收储制度。：新一轮的农业供给侧改革将主要着力于去库存、降成本、补短板。其中，农产品价格机制改革、种业改革、土地流转等方面受到重点关注。农林相关个股：002041登海种业、600108亚盛集团、600354敦煌种业、600359新农开发、600371万向德农★期货将利好不断 五股受瞩目！昨17日在参加大连商品交易所第六次会员大会时表示，要坚持期货市场服务实体经济的根本宗旨，提升市场运行质量和防范风险的能力，积极稳妥扩大对外开放，统筹好期货市场改革发展稳定工作。：国务院最近对金融市场有序推出系列改革发展措施，充分体现股市波动后社会各界对证券期货交易市场的肯定，今后我们会好消息不断好戏连台，证监会会和大家一起努力把市场发展的更好。相关期货概念股值得重点关注。证券期货相关个股：000712锦龙股份、000996中国中期、600061国投安信、600128弘业股份、600704物产中大高端白酒需求强劲 多股望受益！在18日召开的五粮液1218厂商共建共赢大会上，集团公司总经理、股份有限公司董事长刘中国称，2017年将继续采取综合性配套措施，使五粮液核心产品普五的价格体系在目前的基础之上继续上浮，目标在739元以上。：进入12月后春节备货气氛渐浓，高端酒开始有序放量，且一批价坚挺，可跟踪数据表现好；2017Q1通胀预期高，终端和渠道补库存需求高，且高端酒的投资属性回归，有望放大需求。白酒相关个股：000568泸州老窖、000858五 粮 液、002304洋河股份、600519贵州茅台、603919金徽酒暴风科技VR新品即将发布 概念股布局正当时！暴风科技将于12月20日发布VR新品，市场预期暴风新产品将带领用户进入全民VR高轻时代。或在重量、清晰度和眩晕问题上有改进。另外，TrendForce：2016全年度VR设备出货总量将达291万台，至2017年将增长至510万台，年增长率为75%。：12月份之后VR热点事件因素众多，在A股存量资金博弈的大环境下，受到政策大力支持并且不缺行业催化剂事件的虚拟现实概念股值得重点关注。虚拟现实相关个股：002241歌尔股份、002486嘉麟杰、002635安洁科技、300264佳创视讯、300431暴风集团共享单车发展超预期 概念股受追捧！近期，共享单车领域资本的热度迅速升温，仅8月以来，共享单车龙头ofo和摩拜共进行了8次融资，投资方包括滴滴、小米、腾讯等互联网巨头，同时行业的新进入者小鸣单车与优拜单车等也分别在近期完成A轮融资，金额均超过1亿元。：共享单车作为一种互联网+制造，将推动自行车需求大幅增长，相关生产商将直接受益。市场成熟后空间将达到百亿量级，并有望与出租车、巴士地铁等其他行方式结合实现协同效应。摩托自行车相关个股：000017深中华A、000936华西股份、002105信隆健康、600679上海凤凰、600818中路股份
1482114787000[,,,,,,]$锦龙股份(SZ000712)$ 让东莞控股带起来的，看来东控才是头
1482112326000[,,,,,,]  沪深300指数下跌4.23%，证券公司指数下跌4.58%。券商板块仅 实现上涨，涨幅1.93%，跌幅最大的为 ，上周跌幅10.32%。海通证券看券商：并购重组、IPO等仍为明年发展重点，但需注意风控。1）经济工作会议重提国企国资改革，兼并重组提升企业运作效率仍是明年重点。目前经济结构进入转型调整阶段，行业整合成为内在需求。2014年以来，监管机构发布了一系列并购重组的意见和管理办法支持国企国资市场化并购重组。2016年经济工作会议重提国企国资改革，并购重组或又将迎来较快增长。2）IPO发行节奏加快，11月完成IPO 34家，募集资金306.5亿元，数量及规模较年初均处在较高水平。3）根据2016年经营情况以及未来可能的市场变化，估算在悲观/中性/乐观情形下，2017年业绩预计同比+3%/16%/23%。
1482049028000[,,,,,,]“银鸽、金牛”入笼“三江、海天”断流  “捉妖记”上演第二季游资“风紧扯乎”？（微信公众号：pijiangtouzi）“捉妖记”上演第二季。大妖精被棒喝之后，轮到了小妖精关黑屋子。这其中有海天精工、金牛化工、三江购物、银鸽投资等因股价连续触及异常波动，16日停牌。虽然大盘再现“黑色星期一”，创业板指跌破2000点，创出8个多月新低，从周K线上看，沪指已经连续第三周收跌，本周重挫3.4%，创出近8个月以来最大周跌幅。但新股依然是每周一批的速度发行。此外，16日闭幕的中央经济工作会议战略性地重新定位了中国房地产市场：“房子是用来住的，不是用来炒的”。会议明确让其真正回归居住属性，中国房地产市场多年缓行的长效机制建设有望真正进入快车道。这对房地产板块和相关的钢铁水泥建材装饰行业也是一个考验，看来周一沪指考验半年线3078点一线是大概率事件。险资被棒喝之后，市场曾寄希望风格的转换，但新股发行近期明显加快，对于中小市值股票的稀缺性带来一定影响。小黑屋再度大面积使用，让市场风险转换断了念头。一年将要收官，皮匠投资圈（微信号：pijiangtouzi）发现一个盘点可参考：据统计，剔除今年以来上市的次新股以及长期停牌的股票，今年以来涨幅翻番的股票有34只，其中沪市主板股票有7只，深市主板股票有6只，中小板、创业板股票达到21只。这34只年度强势股中有29只总股本在10亿以下，总股本在10亿以上的仅5只，包括银鸽投资、金科娱乐、圆通速递、三聚环保和齐翔腾达，分别具有股权转让、摘帽、高送转、重组等热门题材。最后的两个交易周，将决定我们今年资金账户形态，是阳线还是阴线？虽然难得有大的改变，但也许还是会有小小的奇迹出现。由于重仓的股票10月初停牌至今，参加东莞证券股神大赛的实盘账户收益率就在前九个月的二倍水平上下波动，如果年内不复牌，二倍的收益也算给今年画上了一个相对完美的句号。目前在挑选团队成员，希望在明年的结构性行情中发挥得更好。操作：持股未动。
1482041766000[,,,,,,]神雾环保，研究了几天，明年高成长确定性高，目前估值低，缺点在于关联交易，让我怕怕。哈尔斯，市值很小，因为做海外代工获得更高份额和更高毛利率代工产品结构，另外得益于大客户放量而高成长，真正显著受益的人民币贬值股。而且目前看明年成长预期不高，可能超预期蓝海华腾，明年政策明朗化后，应该显著受益于新能源物流车爆发。新能源汽车板块走势弱爆信维通信，明年还是看iPhone8，天线和声学一体化方案，无线充电。远期看5g，比较白马。欧菲光，市值有些大，不过可融资。明年看双摄像头爆发，指纹识别惯性增长，收购索尼厂整合，除了收购索尼的摄像头，昨天又有新闻其他部分可能也进入苹果供应链机会，后年看汽车电子。锦龙股份，市值上安全边际应该比较大些，券商影子股，明年东莞证券应该可以上市。可融资亨通光电，估值真的低，明年高成长我也不知道哪个最好？
1482029516000[,,,,,,]涨跌都是3.65，桥归桥路归路。   
1481902230000[,,,,,,]东莞控股和锦龙股份相比优势是流通市值小，主力更易控盘，目前走势比锦龙强。缺点是参股只有锦龙一半。锦龙股份还是券商，主力更愿意进攻锦龙，带动整个券商和大盘。所以目前涨的时候锦龙涨的比东莞控股多，跌的也多一点。而且锦龙目前套牢盘比较多。
1481895157000[,,,,,,]$锦龙股份(SZ000712)$，预披露更新，排第11位，也就一个月的事情了。
1481890345000[,,,,,,]$锦龙股份(SZ000712)$本周新股发行降速，深交所只发2只，少了一只。这对锦龙来说是个小利空。不过让我很担心的是中小板排队的企业中只有4家通过发审会，目前每周发行2到3只，但只有一家上会，上会的都是沪市的和创业板的，中小板不行啊。很快就会没有企业可发，所以要么加快上会速度，或者减慢发行速度。锦龙当初选择中小板是一个错误的选择！！！！！
1481886616000[,,,,,,]12.12盘中走势图分析12.14盘中走势图分析12.15盘中走势图分析12.16盘中走势图分析周一到周五盘中出现异动的概念： 国企改革：瑞泰科技，中成股份，中粮生化上海国企改革：上海凤凰，申达股份，上海物贸深圳国资改革：深物业A，深深宝A，深振业A商业百货：三江购物，步步高，苏宁云商，杭州解百，徐家汇，天虹商场360概念股：中葡股份，波导股份，中信国安农业：吉峰农机，星光农机，隆平高科，登海种业石油行业：通源石油，泰山石油，洲际油气银行：北京银行，中国银行，中信银行工程建设：中国交建，中国电建，中国建筑，中铁二局煤炭：中国神华，中煤能源，钢铁：ST八钢，宝钢股份，武钢股份，三钢闽光，方大特钢高送转：云意电气，大连电瓷，易世特，金利科技，微光股份，美克家居，煌上煌，名家汇船舶制造：中船防务，中国船舶，中国重工，钢构工程次新股：宏辉果蔬，中装建设，东方中科，徕木股份，华安证券，神宇股份，通用股份，来伊份股权转让：武昌鱼，四川双马，国栋建设，银鸽投资，嘉麟杰，襄阳轴承酿酒行业：水井坊，山西汾酒，酒鬼酒老妖股：特力A，海欣食品，兔宝宝，中毅达恒大概念股：嘉凯城，廊坊发展，万科A，梅雁吉祥健康医疗：信隆健康，鱼跃医疗，宜华健康债转股：信达地产，海德股份，天津普林水泥板块：同力水泥，福建水泥，冀东水泥，祁连山甲醇：金牛化工，华鲁恒升，新奥股份参股券商：锦龙股份，东莞控股，吉林敖东充电桩：上海普天，奥特迅，万马股份保险：中国平安，新华保险，中国人寿中材系：宁夏建材，天山股份，祁连山航天航空：中航动控，成发科技，航天科技黄金：园城黄金，金贵银业，山东黄金ST摘帽：青海春天，上海科技，安通控股盐改：南风化工，云南能投，井神股份造纸印刷：晨鸣纸业，青山纸业，岳阳林纸量子通信：浙江东方，三力士，神州信息纺织服装：美邦服饰，报喜鸟，鲁泰A，七匹狼钛白粉：中核钛白，安纳达，佰利联汽车行业：一汽夏利，一汽轿车，一汽富维，东风科技无人驾驶：数源科技，万安科技，中原内配，亚太股份互联网金融；恒生电子，金证股份，同花顺快递物流：鼎泰新材，圆通速递，艾迪西  三力士 
1481886442000[,,,,,,]$锦龙股份(SZ000712)$下星期一还有机会上车吗?
1481881327000[,,,,,,]　　自2013年底新三板进行全国性扩容以来，这一新兴市场已吸引近万家企业实现挂牌上市，历经三年的时间，今年的新三板市场一方面是政策性利好频出，分层落地，各方面表现优异的企业进入创新层。放开机构投资者进入，首批10家参与做市试点的私募机构名单出炉，期待能够对流动性难题产生积极作用。而对于挂牌公司而言，流动性不足，没有增量资金，做市商主动“去库存”，退出为不看好的企业做市，新三板做市交易遇冷。市场整体呈现出一半是火焰，一半是海水的态势。　　相比沪深股市，新三板已经有近一万家挂牌企业，巨大的数量使有限的做市商筛选成本变得很高，加之又受限于资金数量，不可能每家企业都投，所以只能优中选优，用更多的精力去寻找少数优质标的，流动性自然而然就会分化得很明显。由于做市商在2015年上半年较高的做市热请，采取跑马圈地的形式投入了大量资金，如今受困于流动性不足的困扰，在今年7月甚至出现了退单的现象。也有企业退出新三板做市转为协议转让，这和新三板的持续扩容格格不入。据数据显示，目前新三板中做市转让企业比例仅17%，自11月以来，做市转让企业仅增加两家，创新三板做市制度推出以来的月度最低增长纪录。根据广证恒生研报的观点，2016年新三板流动性已经回落到2014年年末的水平，基本保持在约10%的企业的成交量（成交额）占了总成交量（总成交量）的80%。　　尽管如此，但在近万家的巨大体量面前，券商依然保持着“淘金”的热情。例如新三板创新层公司上陵牧业，近期新增三家做市商入驻。值得一提的是，新增加的华安证券、东莞证券、德邦证券均是通过从二级市场陆续买入的方式，进而成为企业做市商的。虽然目前新三板市场成交清淡，但是优质的企业依然能够吸引机构关注，具有高成长性的企业依然是资本追逐的对象。国泰中融官方网站（）-专注新三板金融投资理财资讯服务
