1492737527000[,,,,,,]4月21日早资讯笔记：影响今天市场重要资讯一、宏观资讯其中，中央级和地方级税收收入分别为15441亿元和17876亿元，按全面推开营改增试点后，中央与地方增值税收入划分过渡方案对去年执行数调整后的新口径计算，分别增长11.1%和12.4%。一季度税收收入增长较快，主要是因为与税收关联度较大的经济指标表现积极，特别是受PPI上涨较快带动。评论：希望哪一天税收增速比GDP增速慢，至少增速差不多才好，企业这刚有点起色，税收就先行了~ 【上交所：预计今年核发IPO500家 融资金额达3000亿】上交所发行上市中心执行经理顾斌公开表示，根据一季度发行速度测算，2017年将延续去年11月12月的高速发行节奏。预计2017年全年核发IPO数量达500家，全年IPO融资额达3000亿元。【上交所：IPO审核未通过原因集中在持续盈利能力不足】上交所发行上市中心执行经理顾斌公开表示，2016年IPO审核通过率较高，财务与会计问题是审核重点。其中，未通过原因主要集中在财务与会计、规范运行、信息披露等问题上，占IPO审核未通过的比重分别为41.65%、33%、20%。评论：领导又发话了，对目前次新股的炒作不是利好，建议暂时远离次新股 二、行业资讯中粮不久前已公开目标：至2018年，争取18家专业化公司全部混改，引入战投，实现上市发展。中粮资本正是这18家专业化公司之一，公司高管也曾透露“十三五”期间拟通过IPO或重组等方式择机上市。个股：中粮生化 过去12个月以来，生猪价格与高点相比降幅已接近两成。在长达一年半的时间维度上，当前价格已经跌破了去年10月16日每公斤15.43元的最低点，与一年半之前的价格基本持平。玉米价格和豆粕价格最近比较平稳，但由于猪价下跌，导致猪粮比价已经跌到了8.7：1了，创下一年半以来的最低纪录。个股：龙大肉食 该产量并超过分析师预估的8470万吨，加剧了投资者对铁矿石供应过剩的担忧。公司维持2017年铁矿石产量预估在3.6亿-3.8亿吨不变。评论：钢铁上游供给过剩，利好进口铁矿石比例较高的钢铁标的个股：包钢股份、方大特钢、柳钢股份、南钢股份 三、个股资讯和机会公司预计公司2017年一季度实现归属于上市公司股东的净利润与上年同期相比，将增长70%-80%（去年同期0.69亿，今年预计1.17-1.24）。公司表示，公司2017年一季度PPP业务利润的贡献对公司整体盈利带来较大幅度提升。公司2016年累计新承接业务量约377.51亿元，同比增长54.34%；其中单一施工合同模式153.7亿元，同比下滑8.5%，主要因公司主动控制传统模式订单承接；新签PPP合同共计223.8亿元，同比大幅增长192.4%。传统单一施工合同订单占比已由2015年的68.7%下降至2016年的40.7%。公司一季度公告中标（含预中标）PPP订单71亿元，较去年同期增长450%，趋势强劲，预计2017年公司PPP订单仍将实现快速增长，业务结构及客户结构都将得到进一步优化。值得关注，预测公司2016-2018年净利润分别为3.48/6.62/10.58亿元，目标价15元  公司2016年实现营业收入393,969,737.64元，同比增长22.49%；实现归属于上市公司股东的净利润52,812,653.25元，同比下降11.24%；基本每股收益0.83元/股。公司2016年度利润分配预案为：以80,000,000为基数，向全体股东每10股派发现金红利1.50元（含税），以资本公积金向全体股东每10股转增15股。 
1492737166000[,,,,,,]有重大消息的股票拟10转15派1.5元。　　拟10转10派1.5元。　　拟10转4，将向北方稀土提供稀土精矿。　　拟10转10派2。　　拟每10股派10.00元，目前股价16.14元。　　去年业绩扭亏，拟10转8派1元。　　2017年是“盈利之战”，乐视大屏将率先扭亏。　　募资120亿元投向主业，巩固全球水利水电龙头地位。　　中标13亿元PPP项目，占公司2015年营收的89.97%个股推荐$中科云网(SZ002306)$ ,$马应龙(SH600993)$ ,$天坛生物(SH600161)$ ,西藏天路(SH600326),广州港(SH601228) ,西部建设(SZ002302)注意仓位，近期有回调风险逢低轻仓操作上信息只供参考，提供思路，能者把握， 把握不了的建议多看少动，买卖自由 ，关注不等于买入，盲目操作者盈亏自负。市场回顾点评及策略盘面上看，早盘，两市小幅反弹之后震荡回落，再次陷入调整，尾盘股指止跌回升。截至收盘，沪指上涨0.04%，报收3172点；深成指上涨0.1%，报收10359点；创业板上涨0.27%，报收1850点。板块上，酿酒、医药、家电等防御性板块涨幅居前，雄安新区、京津冀、水泥建材、园林工程、债转股、黄金概念、页岩气、有色、环保等跌幅居前；技术上看，在遭遇四连阴破位下杀之后，沪指周四并未再创新低，尾盘反抽收阳，日K线终结四连阴，最终大盘以带有场下影的小阳线报收，走出双针探底的走势，有一定的止跌意味；从沪指30分钟看，指数今日继续在3140-3180点的矩形整理区间震荡运行，并且MACD红柱做多量能增加，并且k线运行到BOLL中轨下方，短期上方压力还是不小，指数或将继续在矩形区间维持震荡的走势；两市合计成交4649亿元，成交量较前一交易日有所萎缩，大盘后市反弹有待量能和热点的进一步配置，建议投资者继续密切留意市场的量能变化，酌情把握个股波段机会；我们认为，股指近期维持震荡的可能性居大，有业绩支撑的个股仍然可以继续持仓，也可以在被错杀的个股中寻找机会， 最后再说说我们一直跟踪的雄安板块，随着这几天的调整，再加上相当部分游资被闷杀，看空这个板块的已经越来越多!这确实是个好现象! 最担心是大家观点完全一致，完全一致反而不踏实！这是历史经验！
1492735940000[,,,,,,]个股利好：路通视讯年报拟10转15派1.5；兆驰股份年报拟10转15派0.25；中装建设年报拟10转10派2；同为股份年报拟10转10派1.5；美锦能源年报拟10转8派1；苏利股份年报拟10转5派6；宣亚国际年报拟10送5派5；汇金通年报拟10转5派1.65；康德莱年报拟10转5派1.5；南京银行年报拟10转4派2.6；包钢股份年报拟10转4 
1445563301000[,,,,,,]1.【太首个精准医疗平台启动 基因测序迎广阔空间】22日，阿里云携手英特尔、华大基因，宣布启动共建中国乃至亚太地区首个定位精准医疗应用云平台。根据战略合作备忘录，华大基因将在今年4月发布的基因组数据分析平台BGI Online基础上，整合和收集各方资源，构建基因组学的数据中心和分析平台，促进精准医疗行业的发展。在此平台上，基因开发者可以使用测序仪、本地基因计算一体机以及云服务的一体化融合解决方案，充分优化基因数据分析效率。目前我国正在酝酿精准医疗计划，并有望进入国家“十三五”重大科技专项。据此前媒体报道，在2030年前，中国精准医疗将投入600亿元。分析认为，上述平台有望促进精准医疗行业的快速发展，而基因测序作为精准医疗的基础，具有广阔应用和增长空间。◆紫鑫药业（002118）8月正式推出了国产二代基因测序仪及配套试剂。◆北陆药业（300016）持股20%的世和基因涉足基因检测。◆安科生物（300009）7月宣布收购法医基因检测龙头中德美联25%股权。其他关注：仟源医药（300254）、达安基因（002030）、迪安诊断（300244）2.【机器人产业规划顶层设计有望10月底出台 关注领先企业】据此前媒体报道，工信部副部长毛伟明表示，机器人产业“十三五”规划将于今年10月底完成。下周将召开十八届五中全会，主要议程之一是研究关于制定“十三五”规划的建议。另外，中国科协和工信部共同举办的2015世界机器人大会将于11月23日至25日在北京举行，将又一次吸引资本市场目光。数据显示，2014年中国销售的机器人同比增长54.6%，达到5.7万台，占全球机器人销售量的25%。我国机器人市场需求呈井喷之势，未来产业发展空间巨大。今年我国发布了《中国制造2025》，机器人作为重点发展领域之一，是制造业升级智能制造的重要力量。业内认为，机器人产业“十三五”规划将成为推进产业发展的又一重大政策加速器，相关配套政策也将陆续跟进，行业高景气度有望持续。沈阳机床（000410）、机器人（300024）、埃斯顿（002747）、新时达（002527）、黄河旋风（600172）、汇川技术（300124）3.【跨境电商试点城市再扩围 行业发展进一步提速】据媒体报道，天津市作为第八个全国跨境电商试点城市正式获批，天津将在2015年年底至2016年年初，搭建起跨境电商公共服务平台，助力跨境电商企业发展。同时，天津自贸区的三个片区也在跨境电商业务开展上实现了诸多突破。此外，日前海关总署批复同意《中国（杭州）跨境电子商务综合试验区海关监管方案》，这也是全国首个跨境电商通关方案，将为全国跨境电商通关便利化探索开路。据有关部门测算，2014年中国跨境电商进出口规模约为4.2万亿，预计至2016年将升至6.5万亿左右，跨境电商已成为进出口贸易的重要支柱。国务院办公厅出台《促进跨境电子商务健康快速发展的指导意见》以来，已连续出台了多个文件支持跨境电商发展。随着相关政策开始逐步落地，行业发展有望进一步提速。快乐购（300413）、跨境通（002640）、步步高（002251）、友阿股份（002277）4.【总理批示新能源汽车产业 零部件发展关注度提升】由工信部等部委主办的“节能与新能源汽车产业发展规划成果汇报会”22日召开。据中国政府网微博报道，李克强对该座谈会作出重要批示，要求针对产业发展的瓶颈和短板，着力突破核心技术和关键零部件制约。国内新能源汽车市场持续火爆，但零部件基础相对薄弱。科技部已在年初发布征求意见稿，拟对新能源车的12个模块进行链式扶持，特别是电池、电机等上游零部件领域。政策面对于新能源车零部件发展的关注度正在持续提升。◆万向钱潮（000559）的大股东拥有电池、电机、电控、整车的完整产业链，资产注入前景获机构看好。◆均胜电子（600699）是电池管理系统行业龙头。◆亚太股份（002284）通过收购布局轮毂电机市场。其他关注：沧州明珠（002108）5.【碳酸锂市场库存紧缺 锂价上涨存在持续性】据调研显示，目前国内锂盐厂家原料库存非常少，受冬季来临影响，占全球供应绝大部分的卤水提锂产量将锐减，而国内又没有新的碳酸锂产能释放。需求方面，新一轮动力电池扩张热潮正在展开，今年至少有18家上市公司投资锂电池项目，投资金额超500亿元。供不应求态势持续，或将支撑价格上涨到明年。多氟多（002407）、雅化集团（002497）、赣锋锂业（002460）、天齐锂业（002466）6.【中英加强合作签订首个网络安全协定】综合媒体消息，当地时间21日，英国首相卡梅伦在同中国国家主席习近平会晤后表示，英中两国已经就打击网络犯罪问题签署了一项“高级别安全对话”协议。卡梅伦称，这项网络协议将是中国和英国迈向未来更广泛的安全合作的第一步，是英国和中国首次在网络安全领域许诺共同合作。随着互联网的迅速发展，相伴产生的新安全问题也层出不穷，基础网络和新型网络产品带来的漏洞风险日益上升。对应到计算机行业，国产基础软硬件和安全防护产品受益于政策支持不仅在增量市场竞争中优势巨大，存量市场替代蕴含了广阔的市场空间。相关上市公司可适当关注启明星辰（002439）、北信源（300352）、蓝盾股份（300297）、拓尔思（300229）等。7.【苹果与富士康合作开发太阳能 概念股或受益】据金融时报22日消息，中国台湾富士康承诺2018年前在河南省郑州市工厂建设400兆瓦的太阳能电站，作为苹果最新计划的构成部分。苹果CEO库克周三表示，“气候变化是当今时代面临的重大挑战之一，我们需要立即采取行动！”苹果称，中国四川40兆瓦太阳能电站建成以后，苹果在中国的运营已是碳中性的。与此同时，富士康郭台铭表示，两家公司“愿共同推动可持续性”。随着光伏制造环节的硅料、辅材耗材成本、材料单耗等成本压缩渠道逐渐接近极限，"转化效率提升"将是未来光伏发电成本长期持续下降的重要来源，光伏产业的盈利能力将越来越强。彩虹精化（002256）、林洋电子（601222）、阳光电源（300274）、隆基股份（601012）、中环股份（002129）8.【巨头联手保价效果显现 稀土价格快速反弹】据悉，10月份以来稀土市场价格快速反弹，氧化镨钕上涨14.5%，多种中重稀土涨逾10%。此轮涨价的起因是行业龙头北方稀土在12日宣布限产保价，随后厦门钨业、五矿稀土等另五大稀土集团也陆续发布公告，均拟实施限产保价。考虑到稀土市场已处于近年来低位，企业挺价和收储预期将助力市场反弹。相关厂家也表示，此次行业性限产力度超出市场预期，稀土产业链景气度有望改善。三季报显示，证金汇金合计持股北方稀土12.17%，持股五矿稀土3.95%。北方稀土（600111）、五矿稀土（000831）、包钢股份（600010）、厦门钨业（600549）、中色股份（000758）9.【“天津版”金融改革33条将于近期公布 本地股再迎机遇】据媒体报道，“天津版”金融改革33条日前已经审查通过，并将于近期公布。此外，《中国（天津）自由贸易试验区开展平行进口试点实施方案》也已获批，近期即将公布。天津作为我国改革开放最前沿阵地，是继北京、上海之后全国第三个拥有金融全牌照的城市，已经成为具备一定全国影响力的要素枢纽，金融业有望成为天津经济社会持续发展的支柱产业。天津自贸区的建设也将为金融创新活动提供了更加广阔的空间。海泰发展（600082）、津滨发展（000897）、天津松江（600225）、中储股份（600787）10.【天津自贸区公布首批平行进口车试点平台和企业名单】天津市政府新闻办10月22日消息，今天上午，天津自贸试验区公布了首批平行进口汽车试点平台和试点企业名单，可追溯的售后服务新机制将加强全国平行进口汽车售后市场规范，平行进口汽车综合服务平台也同时启动。试点工作启动后，试点平台和企业将按照新的政策运营，完善售后保障体系。根据公布的名单显示，首批名单包括5家平台、30家试点企业。其中，天津滨海国际汽车城由天津保税区天保控股与杰诺康集团（天津）投资兴建，天保控股旗下拥有A股上市公司天保基建（000965）；天津庞大国际贸易公司则属于上市公司庞大集团（601258）下属企业。另外，国机汽车（600335）旗下国机汽贸此前也已在天津自贸区内有布局。【财经要闻】习近平：中国经济进入新常态，增速处于合理区间和预期指标之内。中英发表构建全球全面战略伙伴关系联合宣言。宣言中称，双方重视在彼此国家开展能源和交通领域合作。中英联合声明：支持人民币加入SDR 研究沪伦通李克强：积极培育长期稳定健康发展的资本市场央行22日续做200亿元的逆回购，市场人士认为四季度降息降准概率仍比较大。中国批准2家QFII和5家RQFII机构进银行间债市外汇局：跨境资金外流并不意味着是资本外逃外汇局拟明年停止使用个人结售汇管理信息系统发改委：1-9月地方投资增速持续下降央行马骏：稳增长措施出台6-9个月后达到最佳效果中国石油和化学工业联合会22日发布公告称，发改委专家组初步确认四家山东公司的可使用进口原油额度。中石油与BP集团签署战略合作框架协议我国页岩气探明储量已超过5000亿立方米国防科工局和总装备部22日联合召开宣贯会，推动新版武器装备科研生产许可目录实施、军民融合深度发展。据悉，中国纺织工业联合会正在编制行业“十三五”规划，将形成并推广六条智能化生产线。工信部：以智能制造为核心 深入实施中国制造2025工信部：加强“车联网”顶层设计和统筹协调中资企业向伦敦派拉蒙公园项目注资1.5亿美元特斯拉CEO马斯克称，两年内将在中国生产经济款车型Model 3。欧洲央行宣布维持当前利率不变受德拉吉宽松言论刺激 欧美股市大涨 道指攀升逾320点 欧股劲升2% 油价收涨0.4% 金价微跌0.1%
1445495828000[,,,,,,]【紧急提示】60位投资者再次向光大证券提起内幕交易索赔，正在索赔倒计时！大量股指期货投资者或将错过索赔 2015年10月20日，许峰律师再次代理60位投资者向法院提交了起诉光大证券内幕交易民事赔偿案的索赔材料，总标的约为750万元。后续还有大量材料正在整理过程中，很快将再次提交立案。2015年9月30日下午，法院当庭判决100%支持了许峰律师代理的两例投资者起诉光大证券内幕交易民事赔偿案，两案分别获赔金额为200980元及25450元，这是中国第一次由投资者获得100%胜诉判决的内幕交易民事赔偿案，此次判决在证券民事赔偿历史上具有划时代意义。此次投资者提起索赔的基础，是光大证券816乌龙指后发生的内幕交易已被证监会及相关法院定性，事实清楚，证据充分。考虑到大部分投资者都还不知道可以索赔，并且不知道诉讼时效已非常短暂，许峰律师特发起紧急提醒。欢迎下列符合条件的投资者与我们联系（后附详细股票清单及股票代码）：（1）在2013年8月16日13时至14时22分之间买入IF1309、IF1312股指期货合约（不论买入开仓、平仓均可）及其对应的300只股票的投资者；（2）在2013年8月16日13时至14时22分之间买入180ETF基金、50ETF基金及其对应的一百七十余只股票的投资者；凡是符合条件的投资者请尽快按照以下方式联系且保证律师在2015年11月13日之前收到索赔材料：电话（可加微信）：18817202286qq（可加微信）：9767198  电子邮箱：9767198@qq.com。附：由光大证券816乌龙指引发的内幕交易民事赔偿案件可索赔股票一览表：（名单很长，请耐心看完，凡是在2013年8月16日下午买入以下股票的投资者，请尽快与许峰律师联系，电话及微信：18817202286）北大荒（600598）爱建股份600643）安信信托（600816）白云山（600332）百视通（600637）包钢股份 (600010)包钢稀土 (600111) 宝钢股份 (600019)保利地产 (600048) 北京城建（600266）北京银行 (601169)城投控股（600649）驰宏锌锗（600497）川投能源（600674）创兴资源（600193）大连控股（600747）大秦铁路（601006）东方电气（600875）东方航空（600115）东吴证券（601555）方大炭素（600516）方正证券（601901）烽火通信（600498）凤凰传媒（601928）福田汽车（600166）复星医药（600196）工商银行（601398）冠城大通（600067）光大银行（601818）广汇能源 (600256) 贵州茅台（600519）国电电力（600795）国电南瑞（600406）国金证券（600109）海螺水泥（600585）海南航空（600221）海南橡胶（601118）海通证券（600837）海信电器（600060）海油工程（600583）航空动力（600893）航太资讯（600271）昊华能源（601101）恒瑞医药（600276）洪都航空（600316）华电国际（600027）华发股份（600325）华丽家族（600503）华能国际（600011）华润双鹤（600062）华泰证券 (601688) 华夏幸福（600340）华夏银行（600015）华业地产（600240）华域汽车（600741）吉视传媒（601929）建设银行（601939）江淮汽车（600418）江西铜业 (600362)交通银行（601328）金地集团（600383）金发科技（600143）金钼股份（601958）金隅股份（601992）金种子酒（600199）晋亿实业（601002）巨化股份（600160）凯乐科技（600260）康美药业 (600518)兰花科创（600123）辽宁成大（600739）陆家嘴（600663）潞安环能（601699）洛阳钼业（603993）骆驼股份（601311）民生银行（600016）南方航空（600029）南京高科（600064）南京银行（601009）宁波韵升（600366）农业银行（601288）盘江股份（600395）浦发银行（600000）青岛海尔（600690）青岛啤酒（600600）人民网（603000）三爱富（600636）三安光电（600703）三一重工（600031）厦门钨业 (600549) 山东黄金 (600547) 山煤国际（600546）山西汾酒（600809）上海家化（600315）上海医药（601607）上汽集团 (600104) 上实发展（600748）世茂股份（600823）首开股份（600376）水井坊（600779）苏州高新（600736）太平洋（601099）特变电工（600089）天士力（600535）通宝能源（600780）同方股份（600100）同仁堂（600085）沱牌舍得（600702）万华化学（600309）西部矿业（601168）西藏城投（600773）西南证券（600369）小商品城（600415）新湖中宝（600208）新华保险（601336）兴发集团（600141）兴业银行（601166）兴业证券（601377）雅戈尔（600177）兖州煤业（600188）阳泉煤业（600348）伊利股份 (600887) 永泰能源（600157）宇通客车（600066）云南城投（600239）张江高科（600895）长城汽车（601633）长江电力（600900）招商银行（600036）招商证券 (600999) 浙江医药（600216）正和股份（600759）郑煤机（601717）中材国际（600970）中国北车（601299）中国船舶（600150）中国电建（601669）中国国航（601111）中国化学（601117）中国建筑 (601668)中国交建（601800）中国联通（600050）中国铝业（601600）中国南车（601766）中国平安（601318）中国人寿（601628）中国神华（601088）中国石化（600028）中国石油（601857）中国水电 (601669)中国太保（601601）中国铁建（601186）中国卫星（600118）中国银行（601988）中国中铁（601390）中海油服（601808）中航电子（600372）中航重机（600765）中恒集团（600252）中华企业（600675）中金黄金 (600489)中煤能源（601898）中体产业（600158）中铁二局（600528）中信银行（601998）中信证券 (600030) 中信重工（601608）重庆啤酒（600132）珠江实业（600684）紫金矿业（601899）综艺股份（600770）
1445494607000[,,,,,,]$包钢股份(SH600010)$终于拉升啦
1445494332000[,,,,,,]五矿发展、五矿稀土、中国铝业、包钢股份、北方稀土、厦门钨业、广晟有色等。进入打板爆发期！！！
1445494329000[,,,,,,]五矿发展、五矿稀土、中国铝业、包钢股份、北方稀土、厦门钨业、广晟有色等。进入打板爆发期！！！
1445492758000[,,,,,,]近期稀土市场价格大幅上扬 概念股一览;10月22日讯，在六大稀土集团联手限产保价的推动下，目前市场现货库存偏低，近期稀土市场价格大幅上扬。10月份至今氧化镨钕上涨14.5%，氧化镝上涨13.2%，氧化铽上涨11%，氧化钆上涨11.15%。相关厂家对后市抱乐观心态，稀土价格存在进一步上涨空间。另据媒体报道，六大集团正计划与有关部门谈判收储事宜，会议时间或初步定在10月25日。　　概念股一览：五矿发展（600058）、五矿稀土（000831）、中国铝业（601600）、包钢股份（600010）、北方稀土（600111）、厦门钨业（600549）、广晟有色（600259）等。　　包钢股份：公司通过定增方式收购集团所有铁选工程以及尾矿库，与集团公司签订排他性主东矿原矿采购协议，使得公司基本掌握了集团所拥有的稀土资源，成为全球性的稀土资源龙头企业。　　五矿稀土：公司背靠大股东五矿集团，稀土资源储备丰富，且集团旗下还拥有众多稀土资产，未来有强烈注入预期。
1445484273000[,,,,,,]稀土板块不断冲高，相关个股冲击涨停板，五矿发展、五矿稀土、中国铝业、包钢股份、北方稀土、厦门钨业、广晟有色等。
1445481814000[,,,,,,]【近期稀土市场价格大幅上扬】　　10月22日讯，在六大稀土集团联手限产保价的推动下，目前市场现货库存偏低，近期稀土市场价格大幅上扬。10月份至今氧化镨钕上涨14.5%，氧化镝上涨13.2%，氧化铽上涨11%，氧化钆上涨11.15%。相关厂家对后市抱乐观心态，稀土价格存在进一步上涨空间。另据媒体报道，六大集团正计划与有关部门谈判收储事宜，会议时间或初步定在10月25日。　　相关概念股有望受益，关注五矿发展、五矿稀土、中国铝业、包钢股份、北方稀土、厦门钨业、广晟有色等。
1445481809000[,,,,,,]【近期稀土市场价格大幅上扬】　　10月22日讯，在六大稀土集团联手限产保价的推动下，目前市场现货库存偏低，近期稀土市场价格大幅上扬。10月份至今氧化镨钕上涨14.5%，氧化镝上涨13.2%，氧化铽上涨11%，氧化钆上涨11.15%。相关厂家对后市抱乐观心态，稀土价格存在进一步上涨空间。另据媒体报道，六大集团正计划与有关部门谈判收储事宜，会议时间或初步定在10月25日。　　相关概念股有望受益，关注五矿发展、五矿稀土、中国铝业、包钢股份、北方稀土、厦门钨业、广晟有色等。
1445481457000[,,,,,,]【金矿情报】：近期稀土市场价格大幅上扬！淘金猛料：在六大稀土集团联手限产保价的推动下，目前市场现货库存偏低，近期稀土市场价格大幅上扬。情报星级：★★★淘金解析：10月份至今氧化镨钕上涨14.5%，氧化镝上涨13.2%，氧化铽上涨11%，氧化钆上涨11.15%。相关厂家对后市抱乐观心态，稀土价格存在进一步上涨空间。另据媒体报道，六大集团正计划与有关部门谈判收储事宜，会议时间或初步定在10月25日。涉及个股：通过定增方式收购集团所有铁选工程以及尾矿库，与集团公司签订排他性主东矿原矿采购协议，使得公司基本掌握了集团所拥有的稀土资源，成为全球性的稀土资源龙头企业；背靠大股东五矿集团，稀土资源储备丰富，且集团旗下还拥有众多稀土资产，未来有强烈注入预期。此外，相关个股还有、、、、等。
